CustomerID,Gaming,Fitness,Home_Office,Kitchen,Luxury,Outdoor,DIY,Pet_Care,Books,Tech_Gadgets,Total_Spent,Frequency,Recency,Cluster,Persona
5034,0,0,1,0,0,1,0,0,6,0,175,2,45,2,Casual Reader
5035,8,0,0,1,1,0,0,0,1,7,2727,25,5,4,Elite Gamer
5036,0,1,4,6,0,1,7,1,0,1,1561,5,35,0,Home Decorator
5037,1,0,6,8,1,1,6,0,1,0,2487,4,12,0,Home Decorator
5038,0,0,0,0,0,1,0,0,5,1,142,4,58,2,Casual Reader
5039,12,1,1,0,0,1,0,0,0,7,4517,11,3,4,Elite Gamer
5040,1,10,0,1,0,8,0,1,1,0,1260,8,14,3,Wellness Enthusiast
5041,1,1,7,11,0,1,9,1,0,0,2192,9,22,0,Home Decorator
5042,0,0,1,0,0,1,1,1,8,1,286,3,78,2,Casual Reader
5043,8,0,0,1,0,0,1,1,0,5,2890,25,5,4,Elite Gamer
5044,11,0,1,0,0,1,0,0,1,7,2565,16,5,4,Elite Gamer
5045,0,0,0,1,0,1,0,1,4,1,352,2,36,2,Casual Reader
5046,1,1,7,10,0,1,6,0,0,0,2165,6,26,0,Home Decorator
5047,0,0,1,1,13,1,0,0,0,4,9186,2,40,1,Luxury Shopper
5048,1,10,0,0,1,4,1,1,1,1,1434,5,7,3,Wellness Enthusiast
5049,1,0,6,10,0,0,5,0,1,0,1484,7,25,0,Home Decorator
5050,0,1,3,5,0,0,4,0,1,0,2196,8,31,0,Home Decorator
5051,0,9,0,1,1,8,1,1,1,1,507,14,16,3,Wellness Enthusiast
5052,1,1,1,1,1,1,0,0,6,1,244,1,62,2,Casual Reader
5053,0,1,3,7,0,1,8,0,1,1,1249,10,39,0,Home Decorator
5054,0,0,0,1,8,1,0,1,1,4,12449,3,39,1,Luxury Shopper
5055,0,0,0,0,14,0,0,0,0,3,7000,1,45,1,Luxury Shopper
5056,0,0,0,0,0,0,1,1,8,0,177,1,30,2,Casual Reader
5057,0,1,1,0,15,1,1,1,1,4,5249,2,17,1,Luxury Shopper
5058,1,0,7,11,0,1,8,0,0,0,1377,5,16,0,Home Decorator
5059,6,1,1,1,1,1,1,0,0,6,1748,15,1,4,Elite Gamer
5060,1,1,0,1,0,0,0,0,4,1,429,1,98,2,Casual Reader
5061,0,1,0,1,16,0,1,0,0,4,12350,3,25,1,Luxury Shopper
5062,6,1,1,1,1,0,0,1,0,7,4181,28,3,4,Elite Gamer
5063,1,1,1,0,19,0,1,0,0,3,7593,1,28,1,Luxury Shopper
5064,0,8,1,0,0,8,1,0,1,1,836,14,8,3,Wellness Enthusiast
5065,0,0,0,1,17,0,0,1,1,5,13150,2,38,1,Luxury Shopper
5066,1,1,0,1,0,0,0,0,6,1,338,4,47,2,Casual Reader
5067,0,0,4,5,0,0,4,1,1,0,925,11,26,0,Home Decorator
5068,0,11,1,0,0,5,1,0,1,0,1122,12,12,3,Wellness Enthusiast
5069,0,1,7,7,1,1,8,1,1,0,2200,3,30,0,Home Decorator
5070,12,1,0,1,1,1,0,1,1,9,2660,12,3,4,Elite Gamer
5071,10,1,1,0,1,1,1,1,0,8,4428,15,3,4,Elite Gamer
5072,1,0,0,1,17,0,0,1,0,3,13915,1,34,1,Luxury Shopper
5073,0,9,1,1,1,8,0,1,0,0,758,5,10,3,Wellness Enthusiast
5074,1,6,0,1,1,8,0,1,1,1,828,5,13,3,Wellness Enthusiast
5075,1,1,7,8,1,0,5,0,1,1,1175,11,11,0,Home Decorator
5076,13,0,1,1,1,1,1,0,1,7,3817,12,5,4,Elite Gamer
5077,6,0,1,1,1,1,0,0,1,9,2115,23,3,4,Elite Gamer
5078,0,0,0,0,0,0,0,0,5,0,408,4,80,2,Casual Reader
5079,1,1,3,11,0,1,8,1,1,0,1277,9,36,0,Home Decorator
5080,1,0,0,0,0,0,0,0,9,1,421,2,34,2,Casual Reader
5081,0,1,1,0,15,0,1,0,1,4,8228,1,43,1,Luxury Shopper
5082,1,8,1,0,0,6,0,1,1,1,568,8,15,3,Wellness Enthusiast
5083,1,1,1,1,17,0,1,1,0,2,12783,2,32,1,Luxury Shopper
5084,0,1,1,0,1,1,1,1,8,0,427,3,60,2,Casual Reader
5085,1,0,0,1,1,0,1,0,9,0,200,1,65,2,Casual Reader
5086,13,0,0,1,0,0,1,0,0,7,4708,19,4,4,Elite Gamer
5087,1,0,0,0,1,0,1,0,5,1,446,1,72,2,Casual Reader
5088,5,0,1,1,0,0,1,1,0,3,1784,20,6,4,Elite Gamer
5089,1,11,0,0,0,7,0,0,1,1,562,12,5,3,Wellness Enthusiast
5090,1,11,1,0,0,8,1,0,1,1,804,12,7,3,Wellness Enthusiast
5091,10,0,0,1,1,1,1,0,1,5,2330,13,1,4,Elite Gamer
5092,0,6,0,1,1,7,0,1,1,1,1299,6,11,3,Wellness Enthusiast
5093,0,0,0,0,1,0,0,0,9,1,348,3,96,2,Casual Reader
5094,1,0,1,1,18,1,1,1,1,5,9547,1,35,1,Luxury Shopper
5095,0,1,6,9,1,0,6,0,0,0,2108,4,11,0,Home Decorator
5096,0,1,0,1,11,1,0,0,0,2,5804,2,44,1,Luxury Shopper
5097,0,11,0,1,1,6,1,1,0,1,1226,5,6,3,Wellness Enthusiast
5098,8,0,1,1,0,0,0,0,1,4,1941,22,2,4,Elite Gamer
5099,0,6,1,1,0,8,1,0,1,1,652,10,14,3,Wellness Enthusiast
5100,0,1,1,0,0,0,0,1,5,1,367,1,82,2,Casual Reader
5101,10,0,1,0,1,1,1,1,1,5,4366,13,3,4,Elite Gamer
5102,0,8,1,0,1,9,0,0,0,1,597,11,19,3,Wellness Enthusiast
5103,1,0,1,0,11,1,0,1,0,4,12101,3,59,1,Luxury Shopper
5104,12,1,1,0,0,0,1,0,0,4,1524,16,3,4,Elite Gamer
5105,0,1,1,0,19,1,1,1,0,4,9090,1,31,1,Luxury Shopper
5106,0,0,0,1,12,1,1,0,1,2,6750,1,30,1,Luxury Shopper
5107,0,1,0,1,17,0,1,0,0,5,9806,1,37,1,Luxury Shopper
5108,1,1,7,6,0,0,6,0,0,1,1393,6,16,0,Home Decorator
5109,0,1,5,9,1,0,5,0,1,1,1604,10,35,0,Home Decorator
5110,1,0,0,1,0,1,0,1,5,0,260,4,71,2,Casual Reader
5111,1,0,0,1,9,1,0,0,0,5,8810,3,53,1,Luxury Shopper
5112,13,1,0,0,1,0,1,0,1,4,4473,16,4,4,Elite Gamer
5113,1,0,0,0,1,1,1,1,9,1,392,1,77,2,Casual Reader
5114,14,0,0,0,0,0,1,1,1,7,3608,14,6,4,Elite Gamer
5115,0,1,1,0,11,0,1,0,0,4,12827,1,59,1,Luxury Shopper
5116,9,1,0,1,0,0,1,0,1,7,1553,24,7,4,Elite Gamer
5117,0,1,1,0,8,0,1,0,1,5,13194,3,52,1,Luxury Shopper
5118,0,0,0,0,1,1,0,1,6,0,222,4,58,2,Casual Reader
5119,0,1,1,1,18,0,1,0,0,3,14175,3,52,1,Luxury Shopper
5120,0,10,1,1,1,8,1,1,0,1,1092,6,12,3,Wellness Enthusiast
5121,1,0,0,1,8,1,1,1,1,3,9311,3,30,1,Luxury Shopper
5122,0,0,0,1,0,0,0,0,5,0,455,3,56,2,Casual Reader
5123,0,0,0,0,1,0,0,0,5,1,259,3,82,2,Casual Reader
5124,0,1,1,1,1,0,0,1,8,1,145,3,46,2,Casual Reader
5125,11,1,1,1,0,0,1,1,0,4,2756,11,5,4,Elite Gamer
5126,10,1,1,1,1,1,0,1,0,3,2385,10,6,4,Elite Gamer
5127,0,1,1,1,1,0,0,1,6,0,480,4,36,2,Casual Reader
5128,6,1,0,0,1,0,0,1,0,8,2237,13,1,4,Elite Gamer
5129,8,0,0,0,0,0,0,1,1,8,3062,12,1,4,Elite Gamer
5130,1,1,0,0,10,1,0,0,1,2,10626,1,52,1,Luxury Shopper
5131,0,8,1,0,0,7,1,1,0,1,929,13,5,3,Wellness Enthusiast
5132,9,0,0,1,1,1,0,0,0,6,1877,12,4,4,Elite Gamer
5133,0,1,1,0,0,1,1,1,9,0,418,2,31,2,Casual Reader
5134,0,1,0,0,1,0,1,1,9,1,194,2,61,2,Casual Reader
5135,0,0,1,1,0,1,0,1,4,1,175,1,75,2,Casual Reader
5136,5,1,1,1,1,0,1,1,1,4,3772,10,9,4,Elite Gamer
5137,0,11,1,1,1,5,1,1,0,1,642,6,14,3,Wellness Enthusiast
5138,11,1,0,0,0,0,1,0,1,9,2939,18,2,4,Elite Gamer
5139,1,1,1,1,18,1,0,0,0,5,5207,2,36,1,Luxury Shopper
5140,0,0,7,11,1,1,7,1,1,1,2360,5,35,0,Home Decorator
5141,1,9,0,1,0,5,0,0,1,0,1465,6,7,3,Wellness Enthusiast
5142,1,10,0,0,0,9,1,0,0,0,1458,5,11,3,Wellness Enthusiast
5143,1,0,6,8,0,1,9,0,1,1,1755,10,27,0,Home Decorator
5144,1,0,1,1,9,1,1,1,1,5,14989,3,56,1,Luxury Shopper
5145,1,1,0,1,8,0,1,1,0,4,8591,2,37,1,Luxury Shopper
5146,1,1,1,0,0,0,1,0,9,1,415,1,43,2,Casual Reader
5147,0,1,7,6,1,0,6,0,0,1,1060,3,17,0,Home Decorator
5148,1,0,4,6,0,0,8,0,1,1,1643,11,10,0,Home Decorator
5149,1,0,7,7,0,1,8,1,1,0,2027,7,26,0,Home Decorator
5150,1,1,1,0,9,1,1,0,0,3,5968,3,51,1,Luxury Shopper
5151,0,0,0,0,8,0,0,0,0,4,6229,2,34,1,Luxury Shopper
5152,1,0,0,1,15,0,1,0,0,4,11570,2,37,1,Luxury Shopper
5153,1,0,1,1,0,1,1,1,5,1,440,1,37,2,Casual Reader
5154,14,0,0,1,0,1,0,0,0,8,3661,27,1,4,Elite Gamer
5155,0,1,0,1,8,1,0,1,1,4,8124,1,55,1,Luxury Shopper
5156,13,1,1,1,1,0,0,0,0,7,4136,18,4,4,Elite Gamer
5157,1,1,1,1,0,1,1,1,6,0,464,3,30,2,Casual Reader
5158,9,0,0,0,0,0,1,1,0,5,4375,10,1,4,Elite Gamer
5159,0,1,3,6,0,0,9,1,1,1,1826,7,35,0,Home Decorator
5160,1,1,1,0,12,1,0,1,0,4,13234,3,20,1,Luxury Shopper
5161,1,0,0,0,0,0,0,0,8,0,223,3,54,2,Casual Reader
5162,0,0,1,0,0,1,0,1,7,0,472,4,56,2,Casual Reader
5163,1,0,1,1,11,1,1,1,1,3,9445,3,21,1,Luxury Shopper
5164,1,0,0,0,0,0,1,0,5,0,135,4,97,2,Casual Reader
5165,10,0,1,1,0,1,0,0,0,8,2800,18,9,4,Elite Gamer
5166,1,1,0,0,1,1,1,1,6,1,392,4,79,2,Casual Reader
5167,1,1,0,1,0,1,0,1,5,0,168,3,78,2,Casual Reader
5168,1,0,0,0,0,1,1,0,7,0,259,3,39,2,Casual Reader
5169,0,7,0,1,0,6,1,0,0,0,1053,10,17,3,Wellness Enthusiast
5170,0,0,0,1,1,1,0,1,5,1,387,3,65,2,Casual Reader
5171,8,1,0,0,1,0,0,1,0,7,4108,11,5,4,Elite Gamer
5172,14,0,1,1,1,1,0,1,1,5,1841,15,2,4,Elite Gamer
5173,1,1,0,0,19,0,1,1,1,3,8374,1,30,1,Luxury Shopper
5174,1,0,7,7,1,0,9,1,1,1,2102,5,17,0,Home Decorator
5175,10,1,1,1,0,0,1,0,1,4,1955,16,1,4,Elite Gamer
5176,1,1,1,1,0,1,1,0,8,1,165,1,31,2,Casual Reader
5177,0,0,0,0,14,1,0,1,1,3,6442,2,57,1,Luxury Shopper
5178,1,0,4,9,1,0,6,1,1,1,2493,8,12,0,Home Decorator
5179,1,1,0,0,0,0,1,0,5,0,305,4,39,2,Casual Reader
5180,0,0,1,0,13,0,1,0,1,3,7530,1,20,1,Luxury Shopper
5181,8,1,1,0,1,1,0,0,1,4,4536,15,2,4,Elite Gamer
5182,0,0,0,0,0,1,1,0,6,1,277,1,60,2,Casual Reader
5183,0,0,0,0,0,0,0,1,6,1,362,4,45,2,Casual Reader
5184,8,1,0,1,0,0,0,1,1,6,1623,15,7,4,Elite Gamer
5185,0,1,0,1,1,0,0,0,9,1,113,3,34,2,Casual Reader
5186,14,1,0,0,1,1,0,0,1,9,2400,10,5,4,Elite Gamer
5187,0,0,0,1,8,0,1,1,0,5,9798,1,40,1,Luxury Shopper
5188,10,1,1,1,1,1,0,0,0,4,3568,19,1,4,Elite Gamer
5189,0,1,0,0,17,1,1,1,0,3,8897,1,42,1,Luxury Shopper
5190,1,1,0,1,1,0,0,0,8,0,168,4,73,2,Casual Reader
5191,0,1,7,7,0,0,4,0,0,0,947,7,17,0,Home Decorator
5192,1,8,0,1,0,5,0,0,1,0,760,9,18,3,Wellness Enthusiast
5193,1,1,1,1,15,1,1,1,0,5,13551,1,23,1,Luxury Shopper
5194,1,7,0,1,1,9,1,0,0,0,1266,6,14,3,Wellness Enthusiast
5195,1,0,1,1,1,0,0,1,7,1,325,3,39,2,Casual Reader
5196,1,6,0,0,0,5,0,1,1,1,1289,8,18,3,Wellness Enthusiast
5197,1,1,0,1,14,1,0,0,1,4,9875,1,32,1,Luxury Shopper
5198,1,0,1,1,1,1,1,0,6,1,355,2,51,2,Casual Reader
5199,1,1,0,0,18,1,0,0,0,3,14678,3,37,1,Luxury Shopper
5200,0,1,0,0,10,0,1,0,0,4,7460,2,53,1,Luxury Shopper
5201,0,1,5,8,1,1,8,1,1,0,1248,6,17,0,Home Decorator
5202,6,1,1,0,0,1,0,1,1,3,3659,22,9,4,Elite Gamer
5203,1,1,3,6,1,1,8,1,1,0,1843,5,32,0,Home Decorator
5204,0,0,4,10,0,0,6,1,1,1,2292,8,17,0,Home Decorator
5205,11,1,1,1,1,0,0,1,0,6,4792,23,3,4,Elite Gamer
5206,6,1,0,1,1,1,1,1,1,5,3706,28,1,4,Elite Gamer
5207,0,1,1,0,1,1,1,1,7,0,291,3,77,2,Casual Reader
5208,1,9,0,0,0,6,0,1,0,0,802,13,16,3,Wellness Enthusiast
5209,0,11,1,1,1,7,0,0,0,1,574,11,13,3,Wellness Enthusiast
5210,0,0,1,0,13,1,0,0,0,2,7757,1,59,1,Luxury Shopper
5211,0,1,0,1,1,0,0,0,7,0,148,1,93,2,Casual Reader
5212,1,1,3,5,0,0,7,0,0,1,2005,11,29,0,Home Decorator
5213,1,0,1,1,1,1,1,1,6,0,319,2,39,2,Casual Reader
5214,1,8,1,0,0,7,1,0,0,1,1349,14,15,3,Wellness Enthusiast
5215,12,1,0,0,0,1,0,0,1,5,2671,24,7,4,Elite Gamer
5216,1,10,1,1,1,6,0,1,0,1,1098,14,9,3,Wellness Enthusiast
5217,0,0,6,6,1,1,8,0,0,0,1694,11,16,0,Home Decorator
5218,0,0,1,0,0,1,1,1,9,0,276,1,99,2,Casual Reader
5219,1,7,1,0,0,5,1,1,0,1,643,7,17,3,Wellness Enthusiast
5220,1,1,0,1,1,1,0,1,6,1,418,1,93,2,Casual Reader
5221,0,10,1,0,1,9,1,1,0,1,1127,13,12,3,Wellness Enthusiast
5222,1,0,0,1,8,1,1,0,1,3,14203,3,20,1,Luxury Shopper
5223,0,9,0,1,0,5,0,0,0,1,507,12,16,3,Wellness Enthusiast
5224,1,0,0,1,0,0,0,0,5,1,141,4,99,2,Casual Reader
5225,0,1,0,0,0,0,1,0,4,1,319,1,37,2,Casual Reader
5226,1,1,0,0,16,1,1,1,1,5,12183,1,59,1,Luxury Shopper
5227,0,1,0,1,14,1,1,1,0,5,13004,1,17,1,Luxury Shopper
5228,0,1,6,9,1,1,4,0,0,1,2309,4,15,0,Home Decorator
5229,1,0,0,1,0,1,1,0,5,1,230,4,59,2,Casual Reader
5230,13,1,1,1,1,0,0,0,1,5,2442,27,9,4,Elite Gamer
5231,1,1,7,5,1,0,7,0,0,0,1071,4,11,0,Home Decorator
5232,1,8,0,0,1,7,1,1,0,1,941,13,19,3,Wellness Enthusiast
5233,0,9,0,0,0,4,1,1,1,1,1050,13,7,3,Wellness Enthusiast
5234,6,1,0,0,1,0,0,0,0,8,4097,23,4,4,Elite Gamer
5235,1,11,0,1,0,5,0,1,0,0,1113,11,10,3,Wellness Enthusiast
5236,0,1,0,0,14,0,0,1,1,3,12230,1,33,1,Luxury Shopper
5237,1,1,1,0,8,1,1,0,1,5,6762,1,28,1,Luxury Shopper
5238,1,0,1,1,1,1,0,0,4,1,219,3,84,2,Casual Reader
5239,1,0,7,9,1,0,8,1,1,1,2127,6,14,0,Home Decorator
5240,0,0,6,5,0,0,8,0,0,1,1237,11,28,0,Home Decorator
5241,0,1,1,0,11,1,1,0,0,4,6478,2,26,1,Luxury Shopper
5242,1,1,3,11,1,0,9,0,0,1,1372,8,35,0,Home Decorator
5243,0,1,1,0,10,0,0,0,0,5,11892,1,27,1,Luxury Shopper
5244,0,1,7,11,1,0,8,1,0,1,1503,8,39,0,Home Decorator
5245,1,6,0,0,0,8,0,0,0,0,1203,7,15,3,Wellness Enthusiast
5246,9,0,0,1,1,0,1,1,1,7,4839,25,1,4,Elite Gamer
5247,0,1,1,0,14,0,0,1,0,2,10806,2,32,1,Luxury Shopper
5248,8,0,0,1,1,0,0,0,1,3,1831,28,9,4,Elite Gamer
5249,0,0,0,1,9,0,0,0,1,4,12544,3,42,1,Luxury Shopper
5250,6,0,0,1,0,1,0,1,1,3,1767,12,1,4,Elite Gamer
5251,12,1,0,0,1,0,0,0,0,3,4865,20,2,4,Elite Gamer
5252,0,0,6,7,1,1,6,1,1,1,1995,11,32,0,Home Decorator
5253,1,7,1,0,0,7,1,1,0,1,1432,11,8,3,Wellness Enthusiast
5254,7,0,0,1,0,0,1,1,1,5,4554,20,1,4,Elite Gamer
5255,8,0,1,1,1,1,1,1,1,3,3400,27,5,4,Elite Gamer
5256,1,8,0,0,0,6,1,0,1,1,733,7,6,3,Wellness Enthusiast
5257,0,9,0,1,1,8,1,0,0,1,534,11,10,3,Wellness Enthusiast
5258,1,0,0,0,0,0,0,1,8,0,323,4,51,2,Casual Reader
5259,0,0,4,7,1,0,6,0,0,0,2177,5,35,0,Home Decorator
5260,12,0,1,0,1,0,0,1,0,7,4030,22,2,4,Elite Gamer
5261,0,0,7,6,1,1,6,1,0,1,1798,7,17,0,Home Decorator
5262,10,0,1,1,0,0,1,0,0,7,4711,20,7,4,Elite Gamer
5263,7,1,1,0,1,1,1,1,0,4,4875,21,4,4,Elite Gamer
5264,0,0,1,1,18,0,0,1,1,4,7808,3,31,1,Luxury Shopper
5265,1,0,1,1,10,0,0,0,1,5,6863,1,31,1,Luxury Shopper
5266,0,1,1,0,0,1,0,0,9,0,288,3,51,2,Casual Reader
5267,0,0,1,1,1,1,1,0,5,1,268,4,64,2,Casual Reader
5268,0,11,0,0,0,6,1,1,0,1,564,8,13,3,Wellness Enthusiast
5269,0,0,0,1,1,0,1,1,4,0,263,3,95,2,Casual Reader
5270,7,0,1,1,1,1,1,1,0,5,2409,22,2,4,Elite Gamer
5271,10,0,1,1,1,1,0,0,1,6,3869,11,8,4,Elite Gamer
5272,1,8,0,0,1,9,1,1,1,0,1232,11,9,3,Wellness Enthusiast
5273,0,0,1,0,16,0,0,0,0,3,5182,3,46,1,Luxury Shopper
5274,1,1,6,8,1,1,9,1,1,1,852,10,24,0,Home Decorator
5275,0,1,4,10,0,1,5,1,0,0,1153,11,21,0,Home Decorator
5276,0,0,3,5,0,1,5,1,1,1,1189,7,21,0,Home Decorator
5277,0,1,0,0,0,0,0,0,7,1,199,2,44,2,Casual Reader
5278,0,0,1,1,14,1,0,0,0,3,6948,1,41,1,Luxury Shopper
5279,0,1,0,0,15,0,0,0,0,5,5522,1,18,1,Luxury Shopper
5280,1,0,0,1,0,0,1,0,8,0,403,3,57,2,Casual Reader
5281,0,0,1,1,14,1,0,1,0,2,7257,1,27,1,Luxury Shopper
5282,1,1,7,8,1,0,8,1,1,0,961,11,33,0,Home Decorator
5283,1,1,0,1,13,1,1,0,1,3,10184,1,57,1,Luxury Shopper
5284,0,11,1,1,1,8,1,0,0,1,1176,10,12,3,Wellness Enthusiast
5285,0,1,1,1,19,0,0,0,1,3,9979,1,57,1,Luxury Shopper
5286,1,1,1,1,8,1,0,1,1,5,7745,3,56,1,Luxury Shopper
5287,1,0,1,0,1,0,1,1,4,0,154,2,36,2,Casual Reader
5288,1,8,1,1,0,4,1,0,0,1,659,12,5,3,Wellness Enthusiast
5289,1,1,0,1,0,1,1,0,8,0,197,2,57,2,Casual Reader
5290,1,0,5,8,1,1,5,0,0,0,1966,8,18,0,Home Decorator
5291,1,8,0,1,0,6,0,1,0,0,960,9,12,3,Wellness Enthusiast
5292,0,0,1,0,0,0,0,0,9,1,287,1,76,2,Casual Reader
5293,12,1,1,0,1,0,1,1,0,8,3196,27,6,4,Elite Gamer
5294,0,1,4,10,0,1,9,1,1,1,2413,5,39,0,Home Decorator
5295,1,1,0,0,9,0,0,1,0,4,9958,2,55,1,Luxury Shopper
5296,9,1,1,1,1,0,1,1,0,3,3821,28,7,4,Elite Gamer
5297,6,1,1,1,1,1,0,0,0,3,2118,20,5,4,Elite Gamer
5298,1,0,1,0,8,1,1,1,1,4,10158,1,34,1,Luxury Shopper
5299,1,0,5,8,0,0,5,1,0,1,969,10,11,0,Home Decorator
5300,1,0,6,9,0,0,5,0,1,0,2088,8,33,0,Home Decorator
5301,1,0,0,1,11,0,0,0,0,2,14821,3,49,1,Luxury Shopper
5302,0,1,1,0,18,0,1,0,1,3,8008,2,15,1,Luxury Shopper
5303,14,1,1,0,1,0,0,0,0,3,2924,11,8,4,Elite Gamer
5304,0,7,0,1,0,6,0,0,0,1,902,11,19,3,Wellness Enthusiast
5305,1,1,0,0,9,1,0,1,1,5,8180,1,22,1,Luxury Shopper
5306,7,1,0,1,1,1,0,0,1,7,3420,12,8,4,Elite Gamer
5307,0,0,1,1,9,1,1,1,1,2,11614,1,37,1,Luxury Shopper
5308,0,1,0,1,13,0,0,0,1,2,14865,3,53,1,Luxury Shopper
5309,0,11,0,1,0,6,0,1,1,1,1010,8,19,3,Wellness Enthusiast
5310,0,0,3,7,1,1,9,0,1,0,2205,8,13,0,Home Decorator
5311,1,1,0,1,17,1,0,1,0,3,9538,2,23,1,Luxury Shopper
5312,1,8,1,0,0,8,1,1,0,0,1368,10,5,3,Wellness Enthusiast
5313,0,0,3,11,0,0,6,1,1,0,1806,9,35,0,Home Decorator
5314,1,0,0,1,0,0,0,0,9,1,439,4,32,2,Casual Reader
5315,14,1,1,0,0,0,1,0,0,9,4671,13,2,4,Elite Gamer
5316,11,1,0,1,1,1,0,1,1,6,4275,28,6,4,Elite Gamer
5317,0,1,5,9,0,0,9,1,1,1,1458,11,29,0,Home Decorator
5318,1,0,1,1,1,0,0,0,9,0,474,3,45,2,Casual Reader
5319,0,1,1,1,12,1,0,0,1,4,5139,1,20,1,Luxury Shopper
5320,0,6,1,0,1,6,0,0,1,1,1225,9,15,3,Wellness Enthusiast
5321,11,0,1,0,0,1,1,0,0,5,1627,29,8,4,Elite Gamer
5322,1,11,0,1,1,5,0,1,0,1,824,13,9,3,Wellness Enthusiast
5323,6,0,0,0,0,1,0,0,0,3,3326,25,2,4,Elite Gamer
5324,1,11,1,1,0,7,0,0,0,0,1486,13,10,3,Wellness Enthusiast
5325,0,1,0,0,1,1,0,1,9,0,306,3,39,2,Casual Reader
5326,1,1,5,8,0,1,4,1,1,0,1977,11,19,0,Home Decorator
5327,0,1,0,1,0,0,1,1,9,1,124,1,57,2,Casual Reader
5328,0,1,0,0,0,1,0,0,4,1,336,2,61,2,Casual Reader
5329,1,1,0,1,1,0,1,1,6,1,440,3,54,2,Casual Reader
5330,0,1,3,5,0,0,6,0,1,1,1864,4,29,0,Home Decorator
5331,0,6,0,0,0,4,1,0,1,0,865,9,15,3,Wellness Enthusiast
5332,1,7,0,1,0,9,1,0,0,1,803,11,14,3,Wellness Enthusiast
5333,0,0,1,0,13,0,1,1,0,2,6014,3,22,1,Luxury Shopper
5334,5,0,0,0,1,0,0,0,0,8,4096,18,2,4,Elite Gamer
5335,0,1,0,1,0,0,1,1,7,1,213,4,66,2,Casual Reader
5336,1,1,0,1,1,0,1,0,9,1,355,3,90,2,Casual Reader
5337,1,1,7,5,0,0,4,1,1,1,1807,7,26,0,Home Decorator
5338,9,1,0,0,0,0,1,0,0,3,1695,21,8,4,Elite Gamer
5339,0,0,6,10,1,1,8,0,0,0,1421,3,19,0,Home Decorator
5340,1,11,0,0,0,4,1,0,0,0,1129,9,14,3,Wellness Enthusiast
5341,1,0,1,0,12,0,0,1,0,4,7700,2,37,1,Luxury Shopper
5342,0,1,3,10,0,1,4,1,1,1,1437,5,23,0,Home Decorator
5343,11,1,0,1,1,0,1,1,0,9,4305,28,6,4,Elite Gamer
5344,1,8,1,0,0,6,0,0,1,0,829,12,19,3,Wellness Enthusiast
