RETAIL_YEAR,RETAIL_WEEK,CAL_YR,CAL_WK,BYR_CNTRY_DESC,ITEM_ID,TRANSACTION_ID,AUCT_END_DT,SLR_CNTRY_ID,BYR_CNTRY_ID,BUYER_ID,LEAF_CATEG_ID,CREATED_DT,BSNS_VRTCL_NAME,META_CATEG_NAME,USER_CRE_DATE,CATEG_LVL2_NAME,CATEG_LVL3_NAME,CATEG_LVL4_NAME,PL_FLAG,CHECKOUT_STATUS,PAYMENT_METHOD,BIN_YN_ID,SALE_TYPE,START_PRICE_USD,CURNT_PRICE_USD,QUANTITY,GMB,FM_seg
2022,18,2022,18,United States,206167,415484844,04-05-2022,1,1,2409270540,11855,04-05-2022,Fashion,Health & Beauty,04-05-2022 08:57,Hair Care & Styling,Brushes & Combs,Brushes & Combs,1,2,34,1,9,26.25,26.25,1,26.25,Reactivated
2022,18,2022,18,United States,131453,521639661,06-05-2022,1,1,398093,83946,06-05-2022,Home & Garden,Crafts,04-01-1998 23:47,Needlecrafts & Yarn,Embroidery & Cross Stitch,Finished Embroidered Pieces,1,2,34,1,9,14.95,14.95,1,10,Frequent High Spenders
2022,22,2022,22,United States,357411,448024429,30-05-2022,1,1,398093,73467,30-05-2022,Collectibles,Collectibles,04-01-1998 23:47,Decorative Collectibles,Other Decorative Collectibles,Other Decorative Collectibles,1,2,34,1,9,49.99,49.99,1,49.99,Frequent High Spenders
2022,19,2022,18,United States,350902,638186186,08-05-2022,1,1,403173,185082,08-05-2022,Fashion,"Clothing, Shoes & Accessories",06-01-1998 22:54,Women,Women's Clothing,Activewear,0,2,34,1,9,2.98,2.98,1,2.5,Frequent Low/Mid Spenders
2022,19,2022,19,United States,830062,762175133,12-05-2022,1,1,403173,185082,12-05-2022,Fashion,"Clothing, Shoes & Accessories",06-01-1998 22:54,Women,Women's Clothing,Activewear,0,2,34,1,9,6.5,6.5,1,5.5,Frequent Low/Mid Spenders
2022,22,2022,22,United States,62326,246104777,25-07-2022,1,1,403173,20349,30-05-2022,Electronics,Cell Phones & Accessories,06-01-1998 22:54,Cell Phone Accessories,"Cases, Covers & Skins","Cases, Covers & Skins",1,2,34,1,9,3.89,3.89,1,3.98,Frequent Low/Mid Spenders
2022,19,2022,18,United States,682511,18069006,08-05-2022,1,1,403173,185082,08-05-2022,Fashion,"Clothing, Shoes & Accessories",06-01-1998 22:54,Women,Women's Clothing,Activewear,0,2,34,1,9,4,4,1,4,Frequent Low/Mid Spenders
2022,21,2022,21,United States,593353,362322571,23-05-2022,1,1,403173,110645,23-05-2022,Fashion,Jewelry & Watches,06-01-1998 22:54,Handcrafted & Artisan Jewelry,Earrings,Earrings,0,2,34,1,9,18.99,18.99,1,18.99,Frequent Low/Mid Spenders
2022,21,2022,21,United States,96288,517324538,24-05-2022,1,1,403173,185082,24-05-2022,Fashion,"Clothing, Shoes & Accessories",06-01-1998 22:54,Women,Women's Clothing,Activewear,0,2,34,0,1,2.99,2.99,1,2.99,Frequent Low/Mid Spenders
2022,18,2022,18,United States,615984,452584704,02-05-2022,1,1,403173,62107,02-05-2022,Fashion,"Clothing, Shoes & Accessories",06-01-1998 22:54,Women,Women's Shoes,Sandals,1,2,34,1,9,26.99,26.99,1,22.94,Frequent Low/Mid Spenders
2022,19,2022,18,United States,737131,515599730,08-05-2022,1,1,403173,185082,08-05-2022,Fashion,"Clothing, Shoes & Accessories",06-01-1998 22:54,Women,Women's Clothing,Activewear,0,2,34,1,9,4,4,1,4,Frequent Low/Mid Spenders
2022,19,2022,19,United States,108100,105604265,24-05-2022,1,1,408321,9886,11-05-2022,Parts & Accessories,eBay Motors,09-01-1998 02:37,Parts & Accessories,Car & Truck Parts & Accessories,Other Car & Truck Parts & Accessories,1,2,34,1,9,933.49,933.49,1,933.49,Infrequent High Spenders
2022,20,2022,20,United States,762805,756758044,02-07-2022,1,1,408321,33640,17-05-2022,Parts & Accessories,eBay Motors,09-01-1998 02:37,Parts & Accessories,Car & Truck Parts & Accessories,Exterior Parts & Accessories,1,2,34,1,9,409.99,409.99,1,399.99,Infrequent High Spenders
2022,18,2022,18,United States,353269,879282562,02-05-2022,1,1,411768,11950,02-05-2022,Collectibles,Coins & Paper Money,10-01-1998 12:01,Coins: US,Large Cents,Braided Hair (1839-57),0,2,34,1,9,1385,1385,1,1385,Frequent High Spenders
2022,18,2022,18,United States,616775,288583194,25-07-2022,1,1,411768,109740,03-05-2022,Business & Industrial,Business & Industrial,10-01-1998 12:01,Material Handling,Packing & Shipping,Shipping & Moving Boxes,0,2,34,1,9,69.95,69.95,1,69.95,Frequent High Spenders
2022,21,2022,21,United States,942181,158520093,26-05-2022,1,1,411768,52365,26-05-2022,Fashion,"Clothing, Shoes & Accessories",10-01-1998 12:01,Men,Men's Accessories,Hats,0,2,34,1,9,12.99,12.99,1,10,Frequent High Spenders
2022,19,2022,19,United States,154117,994431204,11-05-2022,1,1,416683,71277,11-05-2022,Home & Garden,Home & Garden,12-01-1998 10:36,"Yard, Garden & Outdoor Living",Outdoor Power Equipment,String Trimmers,1,2,34,1,9,125,125,1,110,Infrequent High Spenders
2022,19,2022,19,United States,653484,478617813,14-05-2022,1,1,424489,176985,14-05-2022,Media,Music,15-01-1998 12:10,Vinyl Records,Vinyl Records,Vinyl Records,0,2,34,1,9,8.95,8.95,1,8.95,Infrequent Low Spenders
2022,18,2022,17,United States,921584,914777322,01-05-2022,1,1,429907,57989,01-05-2022,Fashion,"Clothing, Shoes & Accessories",17-01-1998 13:09,Men,Men's Clothing,Pants,0,2,34,1,9,45,45,1,45,Frequent Low/Mid Spenders
2022,18,2022,18,United States,734273,352606709,07-05-2022,1,1,429907,260957,07-05-2022,Fashion,"Clothing, Shoes & Accessories",17-01-1998 13:09,Men,Men's Clothing,Activewear,1,3,34,1,9,25.6,25.6,1,25.6,Frequent Low/Mid Spenders
2022,21,2022,21,United States,93204,165040681,26-05-2022,1,1,432542,63855,26-05-2022,Fashion,"Clothing, Shoes & Accessories",18-01-1998 12:12,Women,Women's Clothing,Intimates & Sleep,0,2,34,1,9,20,20,1,17,Frequent Low/Mid Spenders
2022,19,2022,19,United States,674336,711991683,06-07-2022,1,1,432542,16038,12-05-2022,Lifestyle,Sporting Goods,18-01-1998 12:12,Camping & Hiking,Camping Furniture,Camping Furniture,1,2,34,1,9,24.75,24.75,1,25.73,Frequent Low/Mid Spenders
2022,21,2022,21,United States,835187,985485337,15-07-2022,1,1,432542,179473,26-05-2022,Parts & Accessories,eBay Motors,18-01-1998 12:12,Automotive Tools & Supplies,Battery Testers & Chargers,Other Battery Equipment,1,2,34,1,9,9.08,9.08,1,9.08,Frequent Low/Mid Spenders
2022,22,2022,21,United States,272580,566683830,01-07-2022,1,1,432542,3191,29-05-2022,Home & Garden,Home & Garden,18-01-1998 12:12,Home Improvement,Plumbing & Fixtures,Other Home Plumbing & Fixtures,0,2,34,1,9,9.5,9.5,2,19,Frequent Low/Mid Spenders
2022,18,2022,18,United States,212146,471261587,04-05-2022,1,1,432542,261186,04-05-2022,Media,Books & Magazines,18-01-1998 12:12,Books,Books,Books,1,2,34,1,9,3.65,3.65,2,7.3,Frequent Low/Mid Spenders
2022,18,2022,18,United States,514516,926312578,23-07-2022,1,1,432542,29792,04-05-2022,Media,Books & Magazines,18-01-1998 12:12,Audiobooks,Audiobooks,Audiobooks,1,2,34,1,9,7.91,7.91,1,6.13,Frequent Low/Mid Spenders
2022,18,2022,18,United States,624757,657934511,23-07-2022,1,1,432542,29792,05-05-2022,Media,Books & Magazines,18-01-1998 12:12,Audiobooks,Audiobooks,Audiobooks,1,2,34,1,9,7.91,7.91,1,6.09,Frequent Low/Mid Spenders
2022,19,2022,19,United States,675620,268894385,25-05-2022,1,1,457026,259088,11-05-2022,Business & Industrial,Business & Industrial,26-01-1998 08:42,"Heavy Equipment, Parts & Attachments",Heavy Equipment Parts & Accessories,Complete Engines & Engine Parts,1,2,34,1,9,58.99,58.99,1,58.99,Frequent High Spenders
2022,19,2022,19,United States,999020,677135418,27-05-2022,1,1,459979,2993,14-05-2022,Fashion,"Clothing, Shoes & Accessories",27-01-1998 08:23,Men,Men's Accessories,Belts,1,2,34,1,9,12.99,12.99,1,12.99,Infrequent Low Spenders
2022,20,2022,20,United States,155409,860520627,19-05-2022,1,1,491793,3230,19-05-2022,Collectibles,Collectibles,06-02-1998 16:01,Animals,Prehistoric & Dinosaurs,Prehistoric & Dinosaurs,0,2,34,0,1,19.99,62.75,1,62.75,Frequent Low/Mid Spenders
2022,20,2022,20,United States,707162,234931764,19-05-2022,1,1,491793,3230,19-05-2022,Collectibles,Collectibles,06-02-1998 16:01,Animals,Prehistoric & Dinosaurs,Prehistoric & Dinosaurs,0,2,34,0,1,19.99,48,1,48,Frequent Low/Mid Spenders
2022,18,2022,18,United States,841714,387719395,05-05-2022,1,1,491793,3230,05-05-2022,Collectibles,Collectibles,06-02-1998 16:01,Animals,Prehistoric & Dinosaurs,Prehistoric & Dinosaurs,0,2,34,1,9,39.95,39.95,1,35,Frequent Low/Mid Spenders
2022,21,2022,21,United States,199822,793128371,23-05-2022,1,1,491793,261068,23-05-2022,Collectibles,Toys & Hobbies,06-02-1998 16:01,Action Figures & Accessories,Action Figures,Action Figures,0,2,34,0,1,14.99,19.99,1,19.99,Frequent Low/Mid Spenders
2022,18,2022,17,United States,844186,328554797,01-05-2022,1,1,491793,261068,01-05-2022,Collectibles,Toys & Hobbies,06-02-1998 16:01,Action Figures & Accessories,Action Figures,Action Figures,0,2,34,0,1,2,2.25,1,2.25,Frequent Low/Mid Spenders
2022,18,2022,18,United States,192233,316562810,07-05-2022,1,1,491793,31744,07-05-2022,Collectibles,Toys & Hobbies,06-02-1998 16:01,Educational,Science & Nature,Animals & Nature,0,2,34,1,9,7,7,1,5.5,Frequent Low/Mid Spenders
2022,22,2022,21,United States,755135,953358831,29-05-2022,1,1,491793,3230,29-05-2022,Collectibles,Collectibles,06-02-1998 16:01,Animals,Prehistoric & Dinosaurs,Prehistoric & Dinosaurs,1,2,34,1,9,29,29,1,29,Frequent Low/Mid Spenders
2022,20,2022,20,United States,269966,122856303,21-05-2022,1,1,530101,16030,21-05-2022,Lifestyle,Sporting Goods,18-02-1998 10:36,Team Sports,Baseball & Softball,Gloves & Mitts,0,2,34,1,7,39.99,39.99,1,37.99,Infrequent High Spenders
2022,18,2022,17,United States,637933,872733923,01-05-2022,1,1,530101,109738,01-05-2022,Business & Industrial,Business & Industrial,18-02-1998 10:36,Material Handling,Packing & Shipping,"Packing Tapes, Straps & String",0,2,34,1,9,250,250,1,250,Infrequent High Spenders
2022,20,2022,20,United States,358263,590448011,05-06-2022,1,1,530101,181071,21-05-2022,Home & Garden,Home & Garden,18-02-1998 10:36,"Yard, Garden & Outdoor Living",Pools & Spas,Pool Equipment & Parts,0,2,34,1,9,13.99,13.99,1,12.99,Infrequent High Spenders
2022,19,2022,18,United States,843335,63777030,08-05-2022,1,1,537450,262004,08-05-2022,Fashion,Jewelry & Watches,20-02-1998 14:26,Vintage & Antique Jewelry,Brooches & Pins,Brooches & Pins,0,2,34,0,1,599,765,1,765,Infrequent High Spenders
2022,22,2022,21,United States,795362,630728674,13-07-2022,1,1,570578,75066,29-05-2022,Fashion,Health & Beauty,01-03-1998 20:36,Medical & Mobility,Mobility/Walking Equipment,Stairlifts & Elevators,0,2,34,1,9,35,35,2,70,Frequent Low/Mid Spenders
2022,22,2022,21,United States,362114,226070197,19-07-2022,1,1,570578,133704,29-05-2022,Home & Garden,Home & Garden,01-03-1998 20:36,"Kitchen, Dining & Bar",Small Kitchen Appliances,Countertop Blenders,1,2,34,1,9,18.34,18.34,1,17.77,Frequent Low/Mid Spenders
2022,18,2022,18,United States,862909,823650723,09-07-2022,1,1,570578,73954,05-05-2022,Lifestyle,Sporting Goods,01-03-1998 20:36,Hunting,Gun Parts,Shotgun Parts,1,2,34,1,9,16.94,16.94,1,17.51,Infrequent Mid Spenders
2022,19,2022,19,United States,129369,44199144,21-07-2022,1,1,570578,75066,09-05-2022,Fashion,Health & Beauty,01-03-1998 20:36,Medical & Mobility,Mobility/Walking Equipment,Stairlifts & Elevators,1,2,34,1,9,19.99,19.99,1,19.99,Infrequent Mid Spenders
2022,22,2022,22,United States,930729,527325293,31-05-2022,1,1,656321,176984,31-05-2022,Media,Music,24-03-1998 08:02,CDs,CDs,CDs,0,2,34,1,9,29.99,29.99,1,22.99,Frequent Low/Mid Spenders
2022,21,2022,21,United States,644715,519191861,28-05-2022,1,1,656321,176984,28-05-2022,Media,Music,24-03-1998 08:02,CDs,CDs,CDs,0,2,34,0,1,5,57.77,1,57.77,Frequent Low/Mid Spenders
2022,19,2022,18,United States,911846,983445902,08-05-2022,1,1,656321,176984,08-05-2022,Media,Music,24-03-1998 08:02,CDs,CDs,CDs,0,2,34,1,9,4.88,4.88,1,4.88,Frequent Low/Mid Spenders
2022,20,2022,20,United States,184693,221477358,27-07-2022,1,1,656321,33639,19-05-2022,Parts & Accessories,eBay Motors,24-03-1998 08:02,Parts & Accessories,Car & Truck Parts & Accessories,Exterior Parts & Accessories,0,2,34,1,9,41.89,41.89,1,41.89,Frequent Low/Mid Spenders
2022,19,2022,19,United States,420349,56840544,20-07-2022,1,1,660363,26447,13-05-2022,Parts & Accessories,eBay Motors,25-03-1998 07:22,Parts & Accessories,Boat Parts,Accessories & Gear,0,2,34,1,9,414,414,1,375,Frequent High Spenders
2022,19,2022,19,United States,30252,285248549,20-07-2022,1,1,660363,112529,10-05-2022,Electronics,Consumer Electronics,25-03-1998 07:22,Portable Audio & Headphones,Headphones,Headphones,0,2,34,1,9,21.99,21.99,1,21.99,Frequent High Spenders
2022,22,2022,22,United States,117932,134016593,17-07-2022,1,1,660363,43998,31-05-2022,Parts & Accessories,eBay Motors,25-03-1998 07:22,Automotive Tools & Supplies,Other Auto Tools & Supplies,Other Auto Tools & Supplies,0,2,34,1,9,24.99,24.99,1,24.99,Frequent High Spenders
2022,21,2022,21,United States,207349,222698136,15-07-2022,1,1,660363,26448,24-05-2022,Parts & Accessories,eBay Motors,25-03-1998 07:22,Parts & Accessories,Boat Parts,Deck & Cabin Hardware,1,2,34,1,9,27.95,27.95,1,27.95,Frequent High Spenders
2022,18,2022,18,United States,773961,57570865,05-07-2022,1,1,670097,9355,07-05-2022,Electronics,Cell Phones & Accessories,27-03-1998 17:48,Cell Phones & Smartphones,Cell Phones & Smartphones,Cell Phones & Smartphones,1,2,34,1,9,124.99,124.99,2,257.38,Frequent Low/Mid Spenders
2022,22,2022,22,United States,812455,423892461,23-07-2022,1,1,670097,20349,31-05-2022,Electronics,Cell Phones & Accessories,27-03-1998 17:48,Cell Phone Accessories,"Cases, Covers & Skins","Cases, Covers & Skins",1,2,34,1,9,10.99,10.99,1,10.99,Frequent Low/Mid Spenders
2022,21,2022,21,United States,883370,32590770,19-07-2022,1,1,670097,15709,25-05-2022,Fashion,"Clothing, Shoes & Accessories",27-03-1998 17:48,Men,Men's Shoes,Athletic Shoes,0,2,34,1,9,47.99,47.99,1,47.99,Frequent Low/Mid Spenders
2022,20,2022,20,United States,663585,411894161,18-05-2022,1,1,670097,63861,18-05-2022,Fashion,"Clothing, Shoes & Accessories",27-03-1998 17:48,Women,Women's Clothing,Dresses,1,2,34,1,9,10.99,10.99,1,9,Frequent Low/Mid Spenders
2022,19,2022,19,United States,964974,487091315,14-05-2022,1,1,763244,2663,14-05-2022,Collectibles,Toys & Hobbies,23-04-1998 11:33,Classic Toys,Yo-Yos,1970-Now,0,2,34,0,1,25,56,1,56,Frequent High Spenders
2022,19,2022,19,United States,61333,45253883,12-05-2022,1,1,763244,2663,12-05-2022,Collectibles,Toys & Hobbies,23-04-1998 11:33,Classic Toys,Yo-Yos,1970-Now,0,2,34,1,9,9.99,9.99,1,9.99,Frequent High Spenders
2022,19,2022,18,United States,210881,381309331,08-05-2022,1,1,763244,2663,08-05-2022,Collectibles,Toys & Hobbies,23-04-1998 11:33,Classic Toys,Yo-Yos,1970-Now,0,2,34,0,1,83,92.2,1,92.2,Frequent High Spenders
2022,19,2022,18,United States,859898,275023950,08-05-2022,1,1,781106,262302,08-05-2022,Collectibles,Toys & Hobbies,28-04-1998 17:44,Model Railroads & Trains,Railroads & Trains,Freight Cars,0,2,34,0,1,0.99,33.88,1,33.88,Frequent High Spenders
2022,19,2022,18,United States,727900,608069003,08-05-2022,1,1,781106,262302,08-05-2022,Collectibles,Toys & Hobbies,28-04-1998 17:44,Model Railroads & Trains,Railroads & Trains,Freight Cars,0,2,34,0,1,0.99,27.7,1,27.7,Frequent High Spenders
