CustomerID,Age,Income,City,Plan,Tenure,MonthlySpend,SupportCalls,Contract,Churn
C0183,42.0,81604.0,Coimbatore,Standard,12.0,1542.0,2.0,Annual,No
C0184,52.0,49028.0,Coimbatore,Premium,51.0,1593.0,0.0,Two-Year,No
C0185,42.0,36651.0,Chennai,Standard,22.0,851.0,0.0,Two-Year,No
C0186,40.0,88559.0,Salem,Standard,6.0,1042.0,1.0,Monthly,Yes
C0187,27.0,76283.0,Trichy,Standard,2.0,1062.0,5.0,Monthly,No
C0188,37.0,54037.0,Coimbatore,Basic,35.0,659.0,7.0,Monthly,No
C0189,30.0,,Madurai,Basic,61.0,538.0,1.0,Two-Year,No
C0190,33.0,58543.0,Trichy,Standard,25.0,1120.0,0.0,Monthly,Yes
C0191,51.0,70835.0,Trichy,Premium,5.0,1968.0,1.0,Monthly,No
C0192,48.0,76992.0,Madurai,Standard,17.0,1192.0,1.0,Annual,No
C0193,47.0,53889.0,Trichy,Basic,36.0,584.0,3.0,Annual,Yes
C0194,36.0,82250.0,Trichy,Standard,14.0,864.0,0.0,Monthly,No
C0195,64.0,56130.0,Salem,Basic,71.0,462.0,0.0,Annual,No
C0196,24.0,59297.0,Coimbatore,Standard,55.0,768.0,4.0,Monthly,No
C0197,35.0,105429.0,Chennai,Premium,25.0,1839.0,0.0,Monthly,No
C0198,25.0,42945.0,Chennai,Standard,69.0,838.0,2.0,Monthly,No
C0199,35.0,18000.0,Coimbatore,Standard,24.0,1106.0,2.0,Monthly,No
C0200,64.0,111884.0,Coimbatore,Basic,11.0,496.0,1.0,Two-Year,No
C0201,36.0,136283.0,Coimbatore,Standard,68.0,484.0,1.0,Annual,No
C0202,61.0,59463.0,Madurai,Premium,70.0,1275.0,1.0,Annual,No
C0203,42.0,19642.0,Madurai,Standard,23.0,965.0,4.0,Monthly,No
C0204,52.0,61927.0,Salem,Standard,43.0,941.0,0.0,Annual,No
C0205,41.0,62558.0,Chennai,Standard,13.0,1324.0,3.0,Two-Year,No
C0206,32.0,65062.0,Chennai,Basic,47.0,459.0,2.0,Monthly,Yes
C0207,55.0,41052.0,Salem,Basic,50.0,345.0,2.0,Two-Year,No
C0208,64.0,85069.0,Salem,Basic,52.0,626.0,1.0,Annual,No
C0209,,83637.0,Trichy,Standard,41.0,1042.0,2.0,Annual,Yes
C0210,55.0,31145.0,Trichy,Premium,51.0,2284.0,2.0,Monthly,Yes
C0211,32.0,88179.0,Trichy,Standard,40.0,1039.0,0.0,Annual,No
C0212,52.0,123370.0,Coimbatore,Basic,60.0,658.0,1.0,Annual,No
C0213,56.0,74471.0,,Basic,13.0,463.0,4.0,Two-Year,No
C0214,40.0,61230.0,Chennai,Basic,35.0,706.0,2.0,Two-Year,Yes
C0215,53.0,66308.0,Madurai,Premium,30.0,2037.0,3.0,Monthly,Yes
C0216,32.0,85997.0,Trichy,Standard,39.0,1229.0,2.0,Two-Year,No
C0217,23.0,25003.0,Coimbatore,Premium,11.0,1996.0,4.0,Two-Year,No
C0218,24.0,74274.0,Madurai,Premium,24.0,1685.0,3.0,Annual,Yes
C0219,40.0,59848.0,Chennai,Basic,69.0,523.0,1.0,Monthly,No
C0220,61.0,118043.0,Chennai,Standard,8.0,1035.0,5.0,Monthly,Yes
C0221,25.0,65472.0,Chennai,Premium,46.0,1914.0,2.0,Monthly,No
C0222,40.0,113365.0,Chennai,Standard,48.0,1063.0,0.0,Monthly,No
C0223,52.0,41303.0,Trichy,Basic,35.0,598.0,1.0,Two-Year,No
C0224,,85269.0,Coimbatore,Premium,3.0,1501.0,1.0,Monthly,No
C0225,,78304.0,Salem,Premium,3.0,2272.0,1.0,Annual,Yes
C0226,34.0,47405.0,Madurai,Standard,20.0,985.0,3.0,Annual,No
C0227,57.0,74612.0,Chennai,Standard,8.0,1152.0,6.0,Annual,No
C0228,46.0,101525.0,Chennai,Basic,7.0,621.0,2.0,Monthly,Yes
C0229,45.0,61581.0,Salem,Premium,12.0,1649.0,1.0,Annual,No
C0230,28.0,26009.0,Chennai,Standard,14.0,1209.0,4.0,Annual,No
C0231,41.0,69543.0,Trichy,Basic,61.0,661.0,3.0,Annual,No
C0232,59.0,46537.0,Chennai,Standard,46.0,1193.0,1.0,Monthly,No
C0233,20.0,61099.0,Madurai,Premium,3.0,1818.0,2.0,Annual,No
C0234,54.0,67879.0,Salem,Premium,46.0,1901.0,1.0,Monthly,No
C0235,42.0,25653.0,,Basic,10.0,497.0,2.0,Annual,Yes
C0236,53.0,27993.0,Chennai,Basic,31.0,389.0,2.0,Monthly,Yes
C0237,50.0,82534.0,Trichy,Premium,3.0,1443.0,5.0,Monthly,Yes
C0238,39.0,56409.0,Chennai,Premium,7.0,2012.0,8.0,Annual,Yes
C0239,34.0,18000.0,Coimbatore,Standard,10.0,1100.0,1.0,Monthly,No
C0240,48.0,90406.0,Coimbatore,Standard,32.0,1288.0,4.0,Two-Year,No
C0241,26.0,77082.0,Chennai,Standard,34.0,1119.0,2.0,Two-Year,No
C0242,46.0,51439.0,Salem,Standard,26.0,1194.0,0.0,Monthly,Yes
C0243,,35762.0,Salem,Basic,45.0,541.0,4.0,Monthly,Yes
C0244,49.0,91731.0,Coimbatore,Basic,52.0,324.0,0.0,Monthly,Yes
C0245,48.0,79083.0,Salem,Basic,53.0,595.0,2.0,Two-Year,No
C0246,23.0,131948.0,Chennai,Premium,42.0,1977.0,1.0,Annual,No
C0247,54.0,80925.0,Chennai,Basic,40.0,437.0,2.0,Monthly,No
C0248,39.0,80080.0,Madurai,Basic,36.0,712.0,0.0,Annual,Yes
C0249,56.0,65660.0,Trichy,Standard,18.0,933.0,1.0,Monthly,No
C0250,21.0,91236.0,Chennai,Basic,36.0,404.0,1.0,Annual,No
C0251,28.0,86252.0,Chennai,Basic,1.0,510.0,2.0,Annual,Yes
C0252,42.0,102545.0,Coimbatore,Standard,70.0,780.0,4.0,Monthly,No
C0253,28.0,56446.0,Salem,,27.0,1015.0,4.0,Annual,Yes
C0254,35.0,,Chennai,Standard,55.0,943.0,0.0,Monthly,Yes
C0255,50.0,57543.0,Coimbatore,Premium,69.0,1867.0,4.0,Annual,No
C0256,26.0,90561.0,Salem,Basic,36.0,736.0,1.0,Annual,Yes
C0257,51.0,108958.0,Coimbatore,Premium,63.0,2093.0,5.0,Two-Year,No
C0258,24.0,58070.0,Chennai,Premium,35.0,1952.0,3.0,Annual,No
C0259,28.0,58956.0,Chennai,,10.0,1970.0,1.0,Two-Year,No
C0260,47.0,78166.0,Coimbatore,Standard,2.0,1115.0,1.0,Monthly,Yes
C0261,56.0,63610.0,Coimbatore,Standard,10.0,1179.0,1.0,Two-Year,No
C0262,27.0,94753.0,Trichy,Standard,68.0,1033.0,0.0,Monthly,No
C0263,33.0,18000.0,,Standard,35.0,,1.0,,No
C0264,62.0,48506.0,Madurai,Basic,23.0,544.0,2.0,Monthly,Yes
C0265,65.0,49657.0,Trichy,Premium,33.0,2289.0,1.0,Two-Year,No
C0266,46.0,18000.0,Coimbatore,Standard,19.0,962.0,3.0,Two-Year,No
C0267,40.0,44945.0,Coimbatore,Premium,63.0,2015.0,3.0,Monthly,Yes
C0268,35.0,46206.0,Trichy,Standard,72.0,1098.0,5.0,Annual,No
C0269,48.0,64771.0,Chennai,Basic,7.0,668.0,5.0,Annual,No
C0270,47.0,98937.0,Salem,Standard,52.0,1154.0,1.0,Monthly,No
C0271,33.0,63628.0,Salem,Standard,25.0,1126.0,3.0,Annual,Yes
C0272,21.0,43199.0,Chennai,,4.0,987.0,3.0,Annual,Yes
C0273,26.0,,Coimbatore,Basic,67.0,538.0,1.0,Annual,No
C0274,64.0,97279.0,Chennai,Basic,5.0,598.0,3.0,Monthly,No
C0275,39.0,44625.0,Chennai,Standard,15.0,1127.0,2.0,Two-Year,Yes
C0276,42.0,46325.0,Coimbatore,Standard,2.0,949.0,3.0,Monthly,Yes
C0277,41.0,,Chennai,Premium,34.0,1672.0,4.0,Annual,No
C0278,56.0,64240.0,Salem,Basic,44.0,521.0,1.0,Monthly,Yes
C0279,22.0,86835.0,Trichy,Basic,24.0,688.0,3.0,Monthly,Yes
C0280,23.0,69645.0,Salem,Basic,6.0,462.0,1.0,Monthly,Yes
C0281,32.0,88243.0,Chennai,Standard,9.0,1206.0,1.0,Monthly,No
C0282,42.0,43088.0,Chennai,Standard,68.0,986.0,2.0,Annual,No
C0283,50.0,69686.0,Chennai,Standard,59.0,1102.0,2.0,Annual,No
C0284,42.0,64522.0,Chennai,Premium,68.0,1973.0,5.0,Annual,No
C0285,40.0,38387.0,Trichy,Basic,39.0,665.0,2.0,Annual,No
C0286,63.0,29350.0,Coimbatore,Standard,40.0,887.0,1.0,Monthly,No
C0287,27.0,87829.0,Chennai,Basic,57.0,542.0,2.0,Monthly,Yes
C0288,46.0,60875.0,Salem,Basic,45.0,525.0,2.0,Annual,No
C0289,44.0,43421.0,Coimbatore,Standard,32.0,1094.0,3.0,Annual,Yes
C0290,41.0,,Chennai,Basic,22.0,519.0,1.0,Annual,Yes
C0291,57.0,99328.0,Chennai,Standard,35.0,992.0,0.0,Monthly,No
C0292,32.0,18000.0,Madurai,Standard,5.0,,3.0,Annual,Yes
C0293,63.0,31087.0,Salem,Standard,14.0,1108.0,3.0,Monthly,No
C0294,35.0,46005.0,Chennai,Standard,54.0,991.0,2.0,Annual,No
C0295,45.0,,Trichy,Standard,63.0,1022.0,4.0,Monthly,No
C0296,43.0,77347.0,Trichy,Standard,8.0,997.0,2.0,Annual,No
C0297,59.0,89950.0,Salem,Basic,7.0,529.0,2.0,Monthly,No
C0298,40.0,40356.0,Chennai,Basic,7.0,457.0,2.0,Annual,No
C0299,33.0,40892.0,Chennai,Standard,57.0,980.0,2.0,Monthly,Yes
C0300,20.0,81643.0,Trichy,Premium,23.0,1239.0,0.0,Annual,No
C0301,36.0,71515.0,Coimbatore,Basic,24.0,619.0,2.0,Monthly,No
C0302,58.0,84267.0,Madurai,Standard,1.0,1212.0,3.0,Annual,No
C0303,20.0,65121.0,Salem,Premium,71.0,1945.0,2.0,Monthly,Yes
C0304,61.0,77232.0,Chennai,Premium,32.0,2002.0,3.0,Monthly,Yes
C0305,44.0,74111.0,Salem,Standard,58.0,1001.0,0.0,Annual,No
C0306,26.0,90222.0,Trichy,Standard,51.0,1030.0,4.0,Monthly,No
C0307,33.0,90982.0,Salem,Standard,11.0,1031.0,4.0,Monthly,No
C0308,45.0,27883.0,Coimbatore,Premium,58.0,2305.0,0.0,Two-Year,No
C0309,,18000.0,Trichy,Basic,40.0,560.0,3.0,Annual,No
C0310,24.0,96045.0,Madurai,Premium,44.0,1333.0,2.0,Two-Year,No
C0311,50.0,100881.0,Salem,Basic,15.0,539.0,1.0,Monthly,Yes
C0312,50.0,43464.0,Salem,Premium,61.0,1630.0,1.0,Annual,Yes
C0313,25.0,21644.0,Salem,Basic,68.0,654.0,0.0,Annual,No
C0314,32.0,72575.0,Chennai,Basic,30.0,453.0,1.0,Monthly,No
C0315,31.0,94202.0,Chennai,Basic,7.0,621.0,0.0,Annual,No
C0316,50.0,116737.0,Chennai,Standard,62.0,1095.0,4.0,Monthly,No
C0317,53.0,83424.0,,Basic,64.0,388.0,4.0,Two-Year,No
C0318,53.0,60335.0,Coimbatore,Basic,37.0,508.0,2.0,Annual,No
C0319,63.0,46779.0,Madurai,Standard,42.0,1371.0,0.0,Annual,No
C0320,55.0,70298.0,Coimbatore,Standard,17.0,940.0,3.0,Annual,No
C0321,34.0,62219.0,Salem,Premium,5.0,1343.0,2.0,Monthly,No
C0322,24.0,43608.0,Trichy,Premium,68.0,1764.0,3.0,Monthly,Yes
C0323,48.0,,Chennai,Standard,35.0,872.0,2.0,Annual,No
C0324,62.0,116414.0,Salem,Basic,20.0,597.0,0.0,Annual,Yes
C0325,64.0,99537.0,Madurai,Basic,50.0,404.0,1.0,Annual,Yes
C0326,30.0,46058.0,Madurai,Premium,2.0,1914.0,2.0,Monthly,No
C0327,30.0,92231.0,Chennai,Basic,6.0,408.0,2.0,Annual,No
C0328,21.0,86630.0,Salem,Standard,18.0,1339.0,4.0,Monthly,Yes
C0329,26.0,81506.0,Trichy,Premium,33.0,2111.0,0.0,Monthly,Yes
C0330,45.0,102491.0,Salem,Premium,27.0,1825.0,1.0,Two-Year,No
C0331,45.0,86520.0,Trichy,Standard,14.0,872.0,1.0,Annual,Yes
C0332,37.0,89240.0,Trichy,Standard,26.0,1241.0,4.0,Annual,Yes
C0333,34.0,86560.0,Coimbatore,Standard,25.0,780.0,0.0,Two-Year,No
C0334,58.0,78861.0,Madurai,Premium,38.0,1986.0,3.0,Monthly,No
C0335,41.0,23626.0,Coimbatore,Basic,41.0,552.0,2.0,Two-Year,No
